time,head_sea,routine,salinity_lake,salinity_sea,ship_volume_lake_to_sea,ship_volume_sea_to_lake,t_flushing,t_level,t_open_lake,t_open_sea
2154803.9999999106,0.28700000000000003,3,,,,,,156.0,,
2154959.999999916,0.28700000000000003,4,,,,34.571849059,,,,10825.000000186265
2165965.0000000605,-0.022199999999999998,1,,,,,,81.99999989999999,,
2166046.999999741,-0.022199999999999998,2,,,0.0,,,,80915.99999985192,
2247143.0000001797,0.5325,3,,,,,,181.99999997999998,,
2247324.9999999767,0.5325,4,,,,12.071538276,,,,216.00000020116568
2247721.000000136,0.5222,1,,,,,,179.99999994,,
2247901.000000094,0.5222,2,,,1415.759216288,,,,84572.00000016019,
2332653.0000002123,0.6163,3,,,,,,187.99999992,,
2332841.0000001546,0.6163,4,,,,0.0,,,,71304.99999993481
2404326.0000000475,0.8175,1,,,,,,203.0000001,,
2404529.000000353,0.8175,2,,,1600.764207875,,,,495.999999018386,
2405204.999999958,0.8442,3,,,,,,203.0000001,,
2405408.0000002636,0.8442,4,,,,0.0,,,,357.99999944865704
2405946.000000299,0.874499999,1,,,,,,205.99999998,,
2406152.0000000484,0.874499999,2,,,119.2166820949999,,,,458.0000001937151,
2406790.0000002002,0.9285,3,,,,,,209.00000004,,
2406999.0000000224,0.9285,4,,,,615.199062574,,,,14596.00000034552
2421775.000000326,2.1754,1,,,,,,265.99999992,,
