time,head_sea,routine,salinity_lake,salinity_sea,ship_volume_lake_to_sea,ship_volume_sea_to_lake,t_flushing,t_level,t_open_lake,t_open_sea
1349339.0000001295,-0.5296000000000001,1,,,,,,180.99999996,,
1349519.9999996927,-0.5296000000000001,2,,,2217.435617436,,,,6597.000000067055,
1356296.9999997178,0.22350000000000003,3,,,,,,147.0,,
1356444.000000134,0.22350000000000003,4,,,,0.0,,,,12710.000000149012
1369333.9999996126,0.8805,1,,,,,,206.00000016,,
1369539.9999999907,0.8805,2,,,1893.0421806389998,,,,441.00000062026083,
1370160.9999999404,0.9057000000000001,3,,,,,,207.0,,
1370367.9999999236,0.9057000000000001,4,,,,0.0,,,,5772.999999811873
1376320.9999996936,0.8167999990000001,1,,,,,,202.00000008,,
1376522.9999997653,0.8167999990000001,2,,,2144.103937197,,,,518.0000003892928,
1377221.0000001127,0.7693,3,,,,,,199.00000002,,
1377420.0000001118,0.7693,4,,,,1205.965572391,,,,4928.999999910593
1382528.9999999804,0.4219,1,,,,,,170.99999994,,
1382699.9999997206,0.4219,2,,,1515.3063166370002,,,,41352.00000051409,
1424232.0000001928,0.7663,3,,,,,,199.00000002,,
1424431.0000001919,0.7663,4,,,,0.0,,,,1250.0000005122274
1425861.0000000335,0.597,1,,,,,,187.00000014,,
1426047.999999742,0.597,2,,,938.381135195,,,,392.99999945797026,
1426620.9999997867,0.5273,3,,,,,,181.00000020000002,,
1426801.9999999786,0.5273,4,,,,140.350906622,,,,18210.999999241903
1445192.9999998072,-0.20140000000000002,1,,,,,,142.00000008,,
1445334.9999996834,-0.20140000000000002,2,,,1796.451384254,,,,2733.0000007990748,
1448247.9999998119,0.16160000000000002,3,,,,,,135.00000012,,
1448382.9999999376,0.16160000000000002,4,,,,633.721353743,,,,781.9999992381781
1449344.9999997625,0.29860000000000003,1,,,,,,156.99999984,,
1449502.0000000019,0.29860000000000003,2,,,1790.151994443,,,,721.0000006947666,
1450403.000000026,0.4055,3,,,,,,169.00000014,,
1450571.9999999274,0.4055,4,,,,107.797021271,,,,3562.0000003371388
1454313.999999594,0.5033,1,,,,,,179.00000015999998,,
1454492.999999947,0.5033,2,,,85.38170913900001,,,,10774.999999813735,
1465447.9999997187,0.4353,3,,,,,,172.99999997999998,,
1465620.9999999264,0.4353,4,,,,1462.058697257,,,,55449.99999948777
1521251.000000001,-0.21480000000000002,1,,,,,,145.00000014,,
1521395.9999999497,-0.21480000000000002,2,,,1543.754012169,,,,2476.0000004433095,
1524051.9999997225,-0.38709999900000003,3,,,,,,167.99999988000002,,
1524220.0000000186,-0.38709999900000003,4,,,,0.0,,,,3047.9999996256083
1527447.9999996023,-0.5664,1,,,,,,185.0000001,,
1527633.0000001006,-0.5664,2,,,6.625627983999948,,,,216.00000020116568,
1528028.9999996312,-0.5858,3,,,,,,186.00000011999998,,
1528214.9999997346,-0.5858,4,,,,0.0,,,,4543.000000203028
1532937.9999998957,-0.5603,1,,,,,,184.00000008,,
1533122.0000001602,-0.5603,2,,,51.74201337299996,,,,282.00000054202974,
1533584.0000000317,-0.4779,3,,,,,,177.00000011999998,,
1533760.999999917,-0.4779,4,,,,0.0,,,,1023.9999992307276
1534964.9999997346,-0.2976,1,,,,,,157.00000002000002,,
1535121.999999974,-0.2976,2,,,53.25960499500002,,,,280.99999967962503,
1535582.9999996116,-0.21700000000000003,3,,,,,,145.00000014,,
1535728.000000189,-0.21700000000000003,4,,,,815.135117848,,,,71516.99999920093
1607424.9999999767,-0.0809,1,,,,,,113.00000004,,
1607537.9999999888,-0.0809,2,,,1124.070247143,,,,21510.000000335276,
1629227.9999996535,0.03920000000000001,3,,,,,,93.99999996,,
1629321.9999996247,0.03920000000000001,4,,,,0.0,,,,73731.00000000559
1703232.9999995884,-0.4969,1,,,,,,179.00000015999998,,
1703411.9999999413,-0.4969,2,,,1335.75593366,,,,424.9999993946403,
1704016.9999999227,-0.5383,3,,,,,,181.99999997999998,,
1704198.9999997197,-0.5383,4,,,,0.0,,,,3906.999999890104
